Ligand ID,Mode,Affinity (kcal/mol),RMSD Lower Bound,RMSD Upper Bound
ligand_105580221_docking,7,-6.034,6.005,10.27
ligand_105580221_docking,8,-5.982,5.517,10.25
ligand_105580221_docking,9,-5.75,1.483,2.225
ligand_23999534_docking,1,-7.975,0.0,0.0
ligand_23999534_docking,2,-7.896,1.664,6.901
ligand_23999534_docking,3,-7.738,1.185,1.883
ligand_23999534_docking,4,-7.593,1.998,6.8
ligand_23999534_docking,5,-7.008,2.305,3.102
ligand_23999534_docking,6,-6.968,1.44,2.212
ligand_23999534_docking,7,-6.891,2.952,3.465
ligand_23999534_docking,8,-6.831,2.446,7.547
ligand_23999534_docking,9,-6.633,11.69,14.78
ligand_92177352_docking,1,-5.527,0.0,0.0
ligand_92177352_docking,2,-5.501,2.722,4.258
ligand_92177352_docking,3,-5.416,1.984,2.375
ligand_92177352_docking,4,-5.174,3.41,5.044
ligand_92177352_docking,5,-4.906,2.93,3.808
ligand_92177352_docking,6,-4.826,3.999,5.331
ligand_92177352_docking,7,-4.781,8.147,9.148
ligand_92177352_docking,8,-4.78,3.252,3.959
ligand_92177352_docking,9,-4.706,3.223,4.079
ligand_86776974_docking,1,-7.329,0.0,0.0
ligand_86776974_docking,2,-5.871,2.016,3.102
ligand_86776974_docking,3,-5.815,3.379,5.135
ligand_86776974_docking,4,-5.712,3.608,6.269
ligand_86776974_docking,5,-5.671,8.526,11.09
ligand_86776974_docking,6,-5.633,10.05,12.16
ligand_86776974_docking,7,-5.538,9.397,12.0
ligand_86776974_docking,8,-5.408,8.598,11.52
ligand_86776974_docking,9,-5.364,11.03,13.29
ligand_1217734_docking,1,-7.705,0.0,0.0
ligand_1217734_docking,2,-7.45,2.964,9.169
ligand_1217734_docking,3,-7.341,2.46,7.686
ligand_1217734_docking,4,-7.33,3.207,9.716
ligand_1217734_docking,5,-7.159,1.947,4.908
ligand_1217734_docking,6,-7.152,3.002,8.045
ligand_1217734_docking,7,-7.052,3.914,8.007
ligand_1217734_docking,8,-7.035,2.464,5.432
ligand_1217734_docking,9,-6.836,6.277,8.122
ligand_116601481_docking,1,-6.081,0.0,0.0
ligand_116601481_docking,2,-5.869,1.58,4.847
ligand_116601481_docking,3,-5.586,1.87,5.037
ligand_116601481_docking,4,-5.482,2.056,2.382
ligand_116601481_docking,5,-5.36,1.994,5.576
ligand_116601481_docking,6,-4.829,2.434,6.06
ligand_116601481_docking,7,-4.812,1.703,5.482
ligand_116601481_docking,8,-4.725,2.74,5.658
ligand_116601481_docking,9,-4.517,13.83,16.15
ligand_53613391_docking,1,-7.431,0.0,0.0
ligand_53613391_docking,2,-7.393,1.426,6.436
ligand_53613391_docking,3,-7.112,2.653,3.401
ligand_53613391_docking,4,-6.705,2.347,3.21
ligand_53613391_docking,5,-6.648,1.425,2.01
ligand_53613391_docking,6,-6.358,1.558,6.385
ligand_53613391_docking,7,-6.144,1.798,6.714
ligand_53613391_docking,8,-5.899,12.11,14.95
ligand_53613391_docking,9,-5.87,12.31,15.32
ligand_54818439_docking,1,-5.761,0.0,0.0
ligand_54818439_docking,2,-5.705,4.228,8.48
ligand_54818439_docking,3,-5.404,8.005,9.233
ligand_54818439_docking,4,-5.378,4.096,8.57
ligand_54818439_docking,5,-5.363,4.072,8.359
ligand_54818439_docking,6,-5.313,3.401,8.2
ligand_54818439_docking,7,-5.221,8.345,9.604
ligand_54818439_docking,8,-5.158,7.215,9.133
ligand_54818439_docking,9,-5.124,3.816,8.541
ligand_121862167_docking,1,-7.811,0.0,0.0
ligand_121862167_docking,2,-6.185,8.913,12.65
ligand_121862167_docking,3,-6.097,12.12,15.5
ligand_121862167_docking,4,-6.084,8.439,11.1
ligand_121862167_docking,5,-6.048,3.411,5.057
ligand_121862167_docking,6,-5.994,9.544,13.22
ligand_121862167_docking,7,-5.903,10.42,13.13
ligand_121862167_docking,8,-5.727,9.13,12.32
ligand_121862167_docking,9,-5.654,7.695,10.34
ligand_7022411_docking,1,-6.834,0.0,0.0
ligand_7022411_docking,2,-6.53,1.264,1.873
ligand_7022411_docking,3,-6.511,1.236,2.502
ligand_7022411_docking,4,-5.331,4.076,5.297
ligand_7022411_docking,5,-5.281,2.122,5.802
ligand_7022411_docking,6,-5.138,2.833,6.001
ligand_7022411_docking,7,-5.015,14.56,16.87
ligand_7022411_docking,8,-4.979,2.969,6.11
ligand_7022411_docking,9,-4.866,13.54,16.91
ligand_113169209_docking,1,-6.093,0.0,0.0
ligand_113169209_docking,2,-5.801,11.17,13.7
ligand_113169209_docking,3,-5.637,5.869,7.213
ligand_113169209_docking,4,-5.614,7.717,9.01
ligand_113169209_docking,5,-5.57,10.7,13.15
ligand_113169209_docking,6,-5.463,9.563,11.47
ligand_113169209_docking,7,-5.413,9.772,12.35
ligand_113169209_docking,8,-5.256,12.14,14.73
ligand_113169209_docking,9,-5.208,8.661,10.08
ligand_113572321_docking,1,-6.459,0.0,0.0
ligand_113572321_docking,2,-6.133,1.345,1.935
ligand_113572321_docking,3,-5.955,2.135,2.592
ligand_113572321_docking,4,-5.364,2.774,5.97
ligand_113572321_docking,5,-5.357,13.69,16.6
ligand_113572321_docking,6,-5.196,2.927,6.365
ligand_113572321_docking,7,-5.117,4.139,5.05
ligand_113572321_docking,8,-5.036,5.729,8.082
ligand_113572321_docking,9,-4.99,12.7,16.35
ligand_64145061_docking,1,-6.431,0.0,0.0
ligand_64145061_docking,2,-5.923,1.969,2.667
ligand_64145061_docking,3,-5.887,1.832,2.391
ligand_64145061_docking,4,-5.599,7.786,10.08
ligand_64145061_docking,5,-5.516,8.96,11.59
ligand_64145061_docking,6,-5.513,2.878,4.351
ligand_64145061_docking,7,-5.462,7.518,9.932
ligand_64145061_docking,8,-5.403,5.347,8.318
ligand_64145061_docking,9,-5.286,3.705,4.901
ligand_67819321_docking,1,-6.481,0.0,0.0
ligand_67819321_docking,2,-6.049,9.203,10.76
ligand_67819321_docking,3,-5.944,9.317,10.74
ligand_67819321_docking,4,-5.827,9.064,11.73
ligand_67819321_docking,5,-5.815,8.986,11.53
ligand_67819321_docking,6,-5.649,8.102,9.572
ligand_67819321_docking,7,-5.492,8.073,9.476
ligand_67819321_docking,8,-5.428,9.796,12.27
ligand_67819321_docking,9,-5.423,9.798,12.61
ligand_64992012_docking,1,-5.862,0.0,0.0
ligand_64992012_docking,2,-5.861,9.622,12.34
ligand_64992012_docking,3,-5.734,7.411,10.41
ligand_64992012_docking,4,-5.614,2.583,6.893
ligand_64992012_docking,5,-5.481,2.883,7.165
ligand_64992012_docking,6,-5.285,8.19,10.95
ligand_64992012_docking,7,-5.272,5.348,7.538
ligand_64992012_docking,8,-5.238,4.918,6.777
ligand_64992012_docking,9,-5.21,3.07,7.417
ligand_87000719_docking,1,-7.295,0.0,0.0
ligand_87000719_docking,2,-7.01,2.268,2.944
ligand_87000719_docking,3,-6.366,3.331,7.093
ligand_87000719_docking,4,-6.095,10.92,13.21
ligand_87000719_docking,5,-6.068,11.29,14.7
ligand_87000719_docking,6,-6.037,10.02,14.47
ligand_87000719_docking,7,-5.997,7.984,14.26
ligand_87000719_docking,8,-5.773,10.27,12.26
ligand_87000719_docking,9,-0.496,12.84,15.39
ligand_54820874_docking,1,-5.992,0.0,0.0
ligand_54820874_docking,2,-5.86,1.503,1.516
ligand_54820874_docking,3,-5.86,1.571,1.688
ligand_54820874_docking,4,-5.644,10.63,13.77
ligand_54820874_docking,5,-5.627,9.454,12.61
ligand_54820874_docking,6,-5.614,7.374,10.98
ligand_54820874_docking,7,-5.48,2.044,8.367
ligand_54820874_docking,8,-5.331,9.632,11.63
ligand_54820874_docking,9,-5.311,1.649,8.32
ligand_7148344_docking,1,-6.761,0.0,0.0
ligand_7148344_docking,2,-5.737,2.474,5.76
ligand_7148344_docking,3,-5.646,1.865,2.657
ligand_7148344_docking,4,-5.332,3.745,6.46
ligand_7148344_docking,5,-5.317,3.84,6.573
ligand_7148344_docking,6,-5.202,1.709,2.46
ligand_7148344_docking,7,-5.085,7.838,10.15
ligand_7148344_docking,8,-5.062,11.79,13.89
ligand_7148344_docking,9,-4.964,3.952,6.626
ligand_66171699_docking,1,-7.523,0.0,0.0
ligand_66171699_docking,2,-7.21,1.162,1.955
ligand_66171699_docking,3,-6.541,0.855,1.677
ligand_66171699_docking,4,-6.098,2.97,5.765
ligand_66171699_docking,5,-5.824,2.796,5.906
ligand_66171699_docking,6,-5.765,3.116,5.717
ligand_66171699_docking,7,-5.603,3.409,5.79
ligand_66171699_docking,8,-5.559,3.183,5.922
ligand_66171699_docking,9,-5.479,2.892,4.587
ligand_113000189_docking,1,-8.226,0.0,0.0
ligand_113000189_docking,2,-7.864,6.759,7.906
ligand_113000189_docking,3,-7.603,3.469,4.123
ligand_113000189_docking,4,-7.545,6.748,8.061
ligand_113000189_docking,5,-7.483,4.262,5.562
ligand_113000189_docking,6,-7.451,1.473,2.066
ligand_113000189_docking,7,-7.394,2.78,3.423
ligand_113000189_docking,8,-7.317,2.187,2.711
ligand_113000189_docking,9,-7.153,1.716,2.256
ligand_58601936_docking,1,-6.882,0.0,0.0
ligand_58601936_docking,2,-6.791,1.682,2.842
ligand_58601936_docking,3,-6.662,1.265,1.996
ligand_58601936_docking,4,-5.558,2.682,3.596
ligand_58601936_docking,5,-5.454,3.098,6.254
ligand_58601936_docking,6,-5.417,2.234,3.004
ligand_58601936_docking,7,-5.364,2.865,6.11
ligand_58601936_docking,8,-5.25,1.917,3.674
ligand_58601936_docking,9,-5.157,4.65,7.71
ligand_71376847_docking,1,-6.272,0.0,0.0
ligand_71376847_docking,2,-6.171,2.151,2.942
ligand_71376847_docking,3,-5.787,11.55,13.75
ligand_71376847_docking,4,-5.485,11.72,13.86
ligand_71376847_docking,5,-5.443,10.78,13.31
ligand_71376847_docking,6,-5.435,3.116,6.241
ligand_71376847_docking,7,-5.353,9.764,13.17
ligand_71376847_docking,8,-5.347,2.998,6.424
ligand_71376847_docking,9,-5.241,9.991,12.96
ligand_107861829_docking,1,-7.191,0.0,0.0
ligand_107861829_docking,2,-7.02,1.487,2.157
ligand_107861829_docking,3,-6.872,3.328,6.438
ligand_107861829_docking,4,-6.85,2.676,5.912
ligand_107861829_docking,5,-6.453,1.684,2.437
ligand_107861829_docking,6,-6.338,2.785,4.2
ligand_107861829_docking,7,-6.003,3.31,8.211
ligand_107861829_docking,8,-5.685,2.822,3.897
ligand_107861829_docking,9,-5.581,3.763,7.833
ligand_9057750_docking,1,-6.887,0.0,0.0
ligand_9057750_docking,2,-6.785,1.131,1.909
ligand_9057750_docking,3,-6.583,5.487,7.048
ligand_9057750_docking,4,-6.309,5.465,6.74
ligand_9057750_docking,5,-6.253,5.379,6.766
ligand_9057750_docking,6,-6.085,2.387,3.228
ligand_9057750_docking,7,-5.832,4.383,6.257
ligand_9057750_docking,8,-5.781,7.818,11.41
ligand_9057750_docking,9,-5.767,9.171,12.62
ligand_141532352_docking,1,-6.69,0.0,0.0
ligand_141532352_docking,2,-6.487,1.199,1.355
ligand_141532352_docking,3,-5.638,2.348,5.957
ligand_141532352_docking,4,-5.149,2.761,5.579
ligand_141532352_docking,5,-5.078,13.51,17.02
ligand_141532352_docking,6,-5.048,2.536,6.319
ligand_141532352_docking,7,-4.937,1.628,6.423
ligand_141532352_docking,8,-4.892,14.44,17.47
ligand_141532352_docking,9,-4.628,13.29,15.67
ligand_123969141_docking,1,-7.436,0.0,0.0
ligand_123969141_docking,2,-7.281,1.33,2.747
ligand_123969141_docking,3,-7.169,3.132,10.59
ligand_123969141_docking,4,-7.042,2.597,4.166
ligand_123969141_docking,5,-6.984,2.002,3.006
ligand_123969141_docking,6,-6.768,3.256,9.556
ligand_123969141_docking,7,-6.618,1.841,2.19
ligand_123969141_docking,8,-6.502,3.525,9.684
ligand_123969141_docking,9,-6.434,3.322,10.43
ligand_121604925_docking,1,-7.546,0.0,0.0
ligand_121604925_docking,2,-7.279,1.436,2.052
ligand_121604925_docking,3,-6.865,1.922,5.726
ligand_121604925_docking,4,-6.088,1.682,1.871
ligand_121604925_docking,5,-5.883,2.197,6.042
ligand_121604925_docking,6,-5.722,12.19,15.6
ligand_121604925_docking,7,-5.455,13.18,16.07
ligand_121604925_docking,8,-5.398,12.29,15.18
ligand_121604925_docking,9,-5.371,4.144,7.432
ligand_3730030_docking,1,-7.844,0.0,0.0
ligand_3730030_docking,2,-7.669,1.195,1.971
ligand_3730030_docking,3,-7.005,1.386,5.63
ligand_3730030_docking,4,-6.817,1.451,5.512
ligand_3730030_docking,5,-6.566,1.507,2.282
ligand_3730030_docking,6,-6.423,2.19,6.225
ligand_3730030_docking,7,-6.22,2.079,6.667
ligand_3730030_docking,8,-5.856,12.13,15.36
ligand_3730030_docking,9,-5.794,4.954,6.844
ligand_63118044_docking,1,-7.326,0.0,0.0
ligand_63118044_docking,2,-7.187,2.672,7.282
ligand_63118044_docking,3,-6.991,1.76,2.303
ligand_63118044_docking,4,-6.969,11.93,16.32
ligand_63118044_docking,5,-6.853,4.193,6.326
ligand_63118044_docking,6,-6.782,4.899,7.264
ligand_63118044_docking,7,-6.713,4.863,6.727
ligand_63118044_docking,8,-6.632,2.842,6.613
ligand_63118044_docking,9,-6.493,14.21,16.32
ligand_54808777_docking,1,-7.004,0.0,0.0
ligand_54808777_docking,2,-6.563,6.428,11.73
ligand_54808777_docking,3,-6.515,2.865,4.331
ligand_54808777_docking,4,-6.428,5.833,11.45
ligand_54808777_docking,5,-6.413,6.336,11.63
ligand_54808777_docking,6,-6.236,3.404,5.648
ligand_54808777_docking,7,-6.132,1.843,3.737
ligand_54808777_docking,8,-5.928,6.507,11.74
ligand_54808777_docking,9,-5.884,4.491,6.622
ligand_7781083_docking,1,-7.686,0.0,0.0
ligand_7781083_docking,2,-6.97,2.376,2.838
ligand_7781083_docking,3,-6.693,2.713,5.765
ligand_7781083_docking,4,-6.661,1.383,1.81
ligand_7781083_docking,5,-6.379,2.685,5.621
ligand_7781083_docking,6,-6.37,2.016,5.953
ligand_7781083_docking,7,-6.251,5.211,8.012
ligand_7781083_docking,8,-6.121,12.67,16.14
ligand_7781083_docking,9,-5.968,6.594,8.125
ligand_104821949_docking,1,-7.966,0.0,0.0
ligand_104821949_docking,2,-7.281,1.397,2.082
ligand_104821949_docking,3,-7.238,3.585,7.267
ligand_104821949_docking,4,-6.648,8.551,13.97
ligand_104821949_docking,5,-6.638,2.331,2.748
ligand_104821949_docking,6,-6.573,3.576,5.202
ligand_104821949_docking,7,-6.049,9.754,14.47
ligand_104821949_docking,8,-6.035,7.819,11.51
ligand_104821949_docking,9,-6.024,11.17,13.16
ligand_5191720_docking,1,-6.52,0.0,0.0
ligand_5191720_docking,2,-6.239,2.39,2.934
ligand_5191720_docking,3,-5.917,8.977,11.09
ligand_5191720_docking,4,-5.882,2.387,3.216
ligand_5191720_docking,5,-5.804,9.53,12.81
ligand_5191720_docking,6,-5.72,7.011,10.76
ligand_5191720_docking,7,-5.673,11.67,13.86
ligand_5191720_docking,8,-5.612,10.14,13.66
ligand_5191720_docking,9,-5.505,4.244,9.692
ligand_112021833_docking,1,-6.165,0.0,0.0
ligand_112021833_docking,2,-5.936,0.4776,1.519
ligand_112021833_docking,3,-5.758,4.563,6.64
ligand_112021833_docking,4,-5.675,3.464,7.282
ligand_112021833_docking,5,-5.658,5.667,8.013
ligand_112021833_docking,6,-5.564,27.96,30.76
ligand_112021833_docking,7,-5.542,4.048,8.092
ligand_112021833_docking,8,-5.522,3.647,5.955
ligand_112021833_docking,9,-5.361,27.0,29.47
ligand_166191170_docking,1,-7.587,0.0,0.0
ligand_166191170_docking,2,-7.528,3.229,3.969
ligand_166191170_docking,3,-7.215,2.729,3.16
ligand_166191170_docking,4,-7.14,4.083,5.93
ligand_166191170_docking,5,-7.001,2.832,4.218
ligand_166191170_docking,6,-6.963,9.211,12.22
ligand_166191170_docking,7,-6.903,10.61,13.6
ligand_166191170_docking,8,-6.88,10.23,14.36
ligand_166191170_docking,9,-6.712,1.42,2.207
ligand_54809181_docking,1,-8.025,0.0,0.0
ligand_54809181_docking,2,-7.729,1.722,2.25
ligand_54809181_docking,3,-7.497,3.833,5.483
ligand_54809181_docking,4,-7.432,1.98,2.351
ligand_54809181_docking,5,-7.377,1.415,2.338
ligand_54809181_docking,6,-7.279,8.546,11.87
ligand_54809181_docking,7,-7.221,8.254,10.46
ligand_54809181_docking,8,-7.07,8.57,10.52
ligand_112519489_docking,1,-6.684,0.0,0.0
ligand_112519489_docking,2,-6.608,1.351,2.148
ligand_112519489_docking,3,-5.972,1.982,2.659
ligand_112519489_docking,4,-5.67,3.451,6.423
ligand_112519489_docking,5,-5.65,4.483,6.635
ligand_112519489_docking,6,-5.511,12.93,15.19
ligand_112519489_docking,7,-5.397,13.94,16.06
ligand_112519489_docking,8,-5.356,12.79,15.15
ligand_112519489_docking,9,-5.205,2.807,4.085
ligand_8680621_docking,1,-7.112,0.0,0.0
ligand_8680621_docking,2,-7.044,1.854,2.65
ligand_8680621_docking,3,-7.042,1.714,2.807
ligand_8680621_docking,4,-6.99,1.371,2.494
ligand_8680621_docking,5,-6.971,1.895,2.668
ligand_8680621_docking,6,-6.886,2.531,3.704
ligand_8680621_docking,7,-6.814,3.16,4.339
ligand_8680621_docking,8,-6.763,2.551,9.61
ligand_8680621_docking,9,-6.652,3.242,4.757
ligand_54816407_docking,1,-5.416,0.0,0.0
ligand_54816407_docking,2,-5.089,2.827,4.452
ligand_54816407_docking,3,-5.044,5.763,10.52
ligand_54816407_docking,4,-4.846,1.644,2.071
ligand_54816407_docking,5,-4.83,2.677,3.46
ligand_54816407_docking,6,-4.785,1.913,2.831
ligand_54816407_docking,7,-4.59,6.646,11.64
ligand_54816407_docking,8,-4.515,8.344,10.58
ligand_54816407_docking,9,-4.292,6.351,10.21
ligand_119371188_docking,1,-6.065,0.0,0.0
ligand_119371188_docking,2,-5.866,2.843,4.468
ligand_119371188_docking,3,-5.777,2.81,4.846
ligand_119371188_docking,4,-5.745,2.754,4.747
ligand_119371188_docking,5,-5.731,2.694,6.843
ligand_119371188_docking,6,-5.629,2.672,7.242
ligand_119371188_docking,7,-5.617,3.856,7.698
ligand_119371188_docking,8,-5.581,2.592,4.702
ligand_119371188_docking,9,-5.551,3.827,7.522
ligand_108999079_docking,1,-7.438,0.0,0.0
ligand_108999079_docking,2,-7.341,1.561,2.044
ligand_108999079_docking,3,-7.221,2.159,3.254
ligand_108999079_docking,4,-6.578,1.693,6.857
ligand_108999079_docking,5,-6.485,3.327,4.531
ligand_108999079_docking,6,-6.39,2.81,7.97
ligand_108999079_docking,7,-6.322,4.143,8.012
ligand_108999079_docking,8,-6.322,5.285,10.05
ligand_108999079_docking,9,-6.229,11.95,15.28
ligand_562256_docking,1,-6.465,0.0,0.0
ligand_562256_docking,2,-6.356,1.41,2.028
ligand_562256_docking,3,-5.89,1.989,5.211
ligand_562256_docking,4,-5.772,1.75,5.48
ligand_562256_docking,5,-5.699,2.452,6.029
ligand_562256_docking,6,-5.221,4.415,5.894
ligand_562256_docking,7,-5.145,14.06,16.3
ligand_562256_docking,8,-5.124,13.28,16.6
ligand_562256_docking,9,-4.966,12.06,14.33
ligand_7719891_docking,2,-6.357,4.404,5.317
ligand_7719891_docking,3,-6.187,12.0,14.82
ligand_7719891_docking,4,-6.026,1.839,2.594
ligand_7719891_docking,5,-6.023,4.168,9.631
ligand_7719891_docking,6,-5.961,12.43,15.33
ligand_7719891_docking,7,-5.767,12.18,14.99
ligand_7719891_docking,8,-5.682,3.639,9.503
ligand_7719891_docking,9,-5.662,7.266,8.737
ligand_54956746_docking,1,-7.03,0.0,0.0
ligand_54956746_docking,2,-6.253,1.75,6.146
ligand_54956746_docking,3,-6.126,2.257,5.978
ligand_54956746_docking,4,-5.954,1.857,2.856
ligand_54956746_docking,5,-5.92,3.809,7.669
ligand_54956746_docking,6,-5.915,1.743,6.119
ligand_54956746_docking,7,-5.807,11.95,16.09
ligand_54956746_docking,8,-5.672,2.776,6.502
ligand_54956746_docking,9,-5.604,5.228,6.945
ligand_113278611_docking,1,-7.024,0.0,0.0
ligand_113278611_docking,2,-6.834,1.648,1.891
ligand_113278611_docking,3,-6.179,2.405,2.846
ligand_113278611_docking,4,-5.952,5.31,7.432
ligand_113278611_docking,5,-5.913,5.832,8.039
ligand_113278611_docking,6,-5.816,3.793,4.616
ligand_113278611_docking,7,-5.779,5.213,6.658
ligand_113278611_docking,8,-5.715,3.684,6.391
ligand_113278611_docking,9,-5.656,5.58,7.86
ligand_112799757_docking,1,-7.995,0.0,0.0
ligand_112799757_docking,2,-7.463,3.137,5.931
ligand_112799757_docking,3,-7.384,3.271,8.989
ligand_112799757_docking,4,-7.345,5.627,11.51
ligand_112799757_docking,5,-7.291,2.972,8.051
ligand_112799757_docking,6,-7.252,3.157,8.998
ligand_112799757_docking,7,-7.207,3.705,8.518
ligand_112799757_docking,8,-7.186,4.908,9.227
ligand_112799757_docking,9,-7.05,3.571,9.515
ligand_43458826_docking,1,-6.465,0.0,0.0
ligand_43458826_docking,2,-6.334,1.335,1.905
ligand_43458826_docking,3,-6.266,1.472,2.407
ligand_43458826_docking,4,-5.715,2.341,5.688
ligand_43458826_docking,5,-5.67,3.068,5.133
ligand_43458826_docking,6,-5.531,2.242,5.578
ligand_43458826_docking,7,-5.379,2.385,6.198
ligand_43458826_docking,8,-4.975,11.25,13.74
ligand_43458826_docking,9,-4.97,3.396,5.641
ligand_7176074_docking,1,-6.114,0.0,0.0
ligand_7176074_docking,2,-6.061,2.713,4.82
ligand_7176074_docking,3,-5.665,1.81,2.397
ligand_7176074_docking,4,-5.529,3.425,5.531
ligand_7176074_docking,5,-5.228,3.304,4.44
ligand_7176074_docking,6,-5.216,2.736,3.819
ligand_7176074_docking,7,-5.079,1.794,2.67
ligand_7176074_docking,8,-5.078,3.965,5.49
ligand_7176074_docking,9,-4.913,4.501,5.655
ligand_47420783_docking,1,-6.065,0.0,0.0
ligand_47420783_docking,2,-5.749,3.615,7.562
ligand_47420783_docking,3,-5.641,12.96,15.16
ligand_47420783_docking,4,-5.553,8.15,10.83
ligand_47420783_docking,5,-5.523,4.554,6.653
ligand_47420783_docking,6,-5.467,7.364,9.97
ligand_47420783_docking,7,-5.446,8.129,10.47
ligand_47420783_docking,8,-5.352,13.18,14.66
ligand_47420783_docking,9,-5.334,10.25,11.85
ligand_2364838_docking,1,-7.962,0.0,0.0
ligand_2364838_docking,2,-7.959,1.183,1.986
ligand_2364838_docking,3,-7.897,1.814,6.302
ligand_2364838_docking,4,-6.929,3.431,4.19
ligand_2364838_docking,5,-6.565,12.09,14.89
ligand_2364838_docking,6,-6.533,12.45,15.17
ligand_2364838_docking,7,-6.468,5.607,9.462
ligand_2364838_docking,8,-6.329,11.77,15.06
ligand_2364838_docking,9,-6.27,12.19,15.03
ligand_69873690_docking,1,-7.348,0.0,0.0
ligand_69873690_docking,2,-7.152,1.502,2.318
ligand_69873690_docking,3,-6.996,2.817,5.358
ligand_69873690_docking,4,-6.182,2.692,5.194
ligand_69873690_docking,5,-6.008,2.885,5.423
ligand_69873690_docking,6,-5.578,3.206,5.943
ligand_69873690_docking,7,-5.557,3.561,6.129
ligand_69873690_docking,8,-5.31,13.93,15.81
ligand_69873690_docking,9,-5.287,4.034,5.31
ligand_8171885_docking,1,-9.885,0.0,0.0
ligand_8171885_docking,2,-9.407,0.8702,1.839
ligand_8171885_docking,3,-9.062,1.695,2.092
ligand_8171885_docking,4,-8.629,3.516,4.079
ligand_8171885_docking,5,-8.135,4.296,5.764
ligand_8171885_docking,6,-7.833,6.296,8.63
ligand_8171885_docking,7,-7.671,6.147,9.107
ligand_8171885_docking,8,-7.633,2.628,11.17
ligand_8171885_docking,9,-7.407,4.422,8.048
ligand_171238433_docking,1,-6.976,0.0,0.0
ligand_171238433_docking,2,-6.456,1.551,2.297
ligand_171238433_docking,3,-6.188,2.17,6.176
ligand_171238433_docking,4,-5.838,3.171,6.066
ligand_171238433_docking,5,-5.753,3.19,6.075
ligand_171238433_docking,6,-5.649,2.59,6.201
ligand_171238433_docking,7,-5.561,2.278,5.967
ligand_171238433_docking,8,-5.471,1.921,2.789
ligand_171238433_docking,9,-5.428,3.599,6.638
ligand_127267996_docking,1,-7.479,0.0,0.0
ligand_127267996_docking,2,-6.984,2.915,6.77
ligand_127267996_docking,3,-6.493,5.328,6.249
ligand_127267996_docking,4,-6.396,12.34,14.7
ligand_127267996_docking,5,-6.374,12.33,14.65
ligand_127267996_docking,6,-6.28,2.895,6.748
ligand_127267996_docking,7,-5.936,11.36,13.35
ligand_127267996_docking,8,-5.921,7.247,9.66
ligand_127267996_docking,9,-5.768,3.909,5.488
ligand_7022412_docking,1,-6.655,0.0,0.0
ligand_7022412_docking,2,-6.394,1.381,2.261
ligand_7022412_docking,3,-6.172,1.622,2.568
ligand_7022412_docking,4,-6.063,1.343,1.978
ligand_7022412_docking,5,-5.99,1.395,1.997
ligand_7022412_docking,6,-5.968,1.93,2.527
ligand_7022412_docking,7,-5.455,2.247,6.442
ligand_7022412_docking,8,-5.415,2.252,6.268
ligand_7022412_docking,9,-5.226,4.063,6.191
ligand_43814318_docking,1,-8.071,0.0,0.0
ligand_43814318_docking,2,-7.715,11.03,13.6
ligand_43814318_docking,3,-7.365,3.162,4.105
ligand_43814318_docking,4,-7.342,3.173,5.967
ligand_43814318_docking,5,-7.307,2.785,3.709
ligand_43814318_docking,6,-7.298,6.528,10.02
ligand_43814318_docking,7,-7.191,3.068,9.927
ligand_43814318_docking,8,-7.118,3.456,4.059
ligand_43814318_docking,9,-6.892,7.434,13.19
ligand_54816044_docking,1,-7.808,0.0,0.0
ligand_54816044_docking,2,-7.461,3.423,10.65
ligand_54816044_docking,3,-7.385,1.571,2.293
ligand_54816044_docking,4,-7.13,11.89,15.81
ligand_54816044_docking,5,-7.003,4.117,10.98
ligand_54816044_docking,6,-6.902,7.923,12.34
ligand_54816044_docking,7,-6.891,23.75,26.95
ligand_54816044_docking,8,-6.728,3.772,10.34
ligand_54816044_docking,9,-6.605,2.001,2.818
ligand_119349141_docking,1,-5.857,0.0,0.0
ligand_119349141_docking,2,-5.677,8.853,12.05
ligand_119349141_docking,3,-5.553,9.578,12.94
ligand_119349141_docking,4,-5.451,6.274,9.073
ligand_119349141_docking,5,-5.342,0.7377,2.869
ligand_119349141_docking,6,-5.291,1.332,2.32
ligand_119349141_docking,7,-5.194,10.79,13.22
ligand_119349141_docking,8,-5.153,4.654,7.682
ligand_119349141_docking,9,-4.924,10.75,12.85
ligand_17486836_docking,1,-5.861,0.0,0.0
ligand_17486836_docking,2,-5.799,1.265,4.127
ligand_17486836_docking,3,-5.645,1.872,4.698
ligand_17486836_docking,4,-5.64,1.872,4.134
ligand_17486836_docking,5,-5.579,1.089,3.914
ligand_17486836_docking,6,-5.547,2.71,6.172
ligand_17486836_docking,7,-5.496,1.319,3.56
ligand_17486836_docking,8,-5.384,2.675,6.265
ligand_17486836_docking,9,-5.384,2.408,6.578
ligand_7781077_docking,1,-7.191,0.0,0.0
ligand_7781077_docking,2,-7.096,2.524,6.505
ligand_7781077_docking,3,-7.024,2.902,6.344
ligand_7781077_docking,4,-6.703,3.509,3.81
ligand_7781077_docking,5,-6.597,4.578,7.912
ligand_7781077_docking,6,-6.558,1.499,2.302
ligand_7781077_docking,7,-6.239,12.08,15.64
ligand_7781077_docking,8,-6.207,12.55,15.73
ligand_7781077_docking,9,-6.189,5.411,8.067
ligand_9279043_docking,1,-6.489,0.0,0.0
ligand_9279043_docking,2,-6.102,2.253,2.989
ligand_9279043_docking,3,-5.913,1.695,2.259
ligand_9279043_docking,4,-5.826,7.845,9.735
